Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-09-01T08:50:52.961Z","pro-free-trial","auto","No","1357","0","140429","638","142424","Included"
"2025-09-01T08:49:56.715Z","pro-free-trial","auto","No","4669","0","262903","2017","269589","Included"
"2025-09-01T08:48:31.776Z","pro-free-trial","auto","No","4109","0","354127","1821","360057","Included"
"2025-09-01T08:48:14.469Z","pro-free-trial","auto","No","880","0","73873","434","75187","Included"
"2025-09-01T08:47:37.757Z","pro-free-trial","auto","No","1208","0","71314","788","73310","Included"
"2025-09-01T08:47:12.023Z","pro-free-trial","auto","No","1046","0","69278","500","70824","Included"
"2025-09-01T08:46:52.623Z","pro-free-trial","auto","No","2356","0","99087","952","102395","Included"
"2025-09-01T08:46:06.188Z","pro-free-trial","auto","No","743","0","64568","204","65515","Included"
"2025-09-01T08:45:40.334Z","Errored, Not Charged","auto","No","487","0","28164","2308","30959","Included"
"2025-09-01T08:45:08.446Z","pro-free-trial","auto","No","1410","0","54252","477","56139","Included"
"2025-09-01T08:44:04.338Z","pro-free-trial","auto","No","3742","0","198849","1452","204043","Included"
"2025-09-01T08:41:15.232Z","pro-free-trial","auto","No","19211","0","73010","7861","100082","Included"
"2025-09-01T04:23:02.085Z","pro-free-trial","auto","No","3752","0","103112","1249","108113","Included"
"2025-09-01T04:21:57.985Z","pro-free-trial","auto","No","3590","0","112087","1883","117560","Included"
"2025-09-01T04:21:00.731Z","pro-free-trial","auto","No","4723","0","91331","2089","98143","Included"
"2025-09-01T04:19:17.466Z","pro-free-trial","auto","No","12236","0","105848","4014","122098","Included"
"2025-09-01T04:18:16.104Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-01T04:17:44.231Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-01T04:16:55.930Z","pro-free-trial","auto","No","948","0","421282","392","422622","Included"
"2025-09-01T04:16:38.489Z","pro-free-trial","auto","No","636","0","208971","375","209982","Included"
"2025-09-01T04:16:15.407Z","pro-free-trial","auto","No","605","0","207747","399","208751","Included"
"2025-09-01T04:15:58.912Z","pro-free-trial","auto","No","657","0","206486","391","207534","Included"
"2025-09-01T04:15:43.041Z","pro-free-trial","auto","No","653","0","205195","466","206314","Included"
"2025-09-01T04:15:11.578Z","pro-free-trial","auto","No","738","0","203769","488","204995","Included"
"2025-09-01T04:13:56.235Z","pro-free-trial","auto","No","1133","0","404005","828","405966","Included"
"2025-09-01T04:13:17.671Z","pro-free-trial","auto","No","737","0","300371","450","301558","Included"
"2025-09-01T04:13:03.080Z","pro-free-trial","auto","No","619","0","198770","359","199748","Included"
"2025-09-01T04:12:45.966Z","pro-free-trial","auto","No","642","0","197427","445","198514","Included"
"2025-09-01T04:12:23.231Z","pro-free-trial","auto","No","836","0","294161","538","295535","Included"
"2025-09-01T04:12:08.222Z","pro-free-trial","auto","No","730","0","194375","435","195540","Included"
"2025-09-01T04:11:47.949Z","pro-free-trial","auto","No","697","0","192927","487","194111","Included"
"2025-09-01T04:11:14.751Z","pro-free-trial","auto","No","597","0","191749","366","192712","Included"
"2025-09-01T04:10:35.565Z","pro-free-trial","auto","No","2463","0","283856","549","286868","Included"
"2025-09-01T04:10:14.975Z","pro-free-trial","auto","No","557","0","188884","362","189803","Included"
"2025-09-01T04:09:54.075Z","pro-free-trial","auto","No","666","0","281695","388","282749","Included"
"2025-09-01T04:09:38.262Z","Errored, Not Charged","auto","No","529","0","186495","239","187263","Included"
"2025-09-01T04:09:22.216Z","Errored, Not Charged","auto","No","652","0","185319","241","186212","Included"
"2025-09-01T04:08:39.840Z","pro-free-trial","auto","No","1787","0","457099","781","459667","Included"
"2025-09-01T04:08:14.361Z","pro-free-trial","auto","No","754","0","180235","444","181433","Included"
"2025-09-01T04:07:23.242Z","pro-free-trial","auto","No","86097","0","272014","573","358684","Included"
"2025-09-01T03:47:41.793Z","pro-free-trial","auto","No","40203","2495","228564","857","272119","Included"
"2025-09-01T03:24:10.558Z","pro-free-trial","auto","No","405","0","88607","389","89401","Included"
"2025-09-01T03:08:40.450Z","pro-free-trial","auto","No","658","0","176207","490","177355","Included"
"2025-09-01T03:08:02.486Z","pro-free-trial","auto","No","665","0","174869","452","175986","Included"
"2025-09-01T03:07:47.033Z","pro-free-trial","auto","No","523","0","173838","265","174626","Included"
"2025-09-01T03:07:24.462Z","pro-free-trial","auto","No","614","0","172698","285","173597","Included"
"2025-09-01T03:05:37.955Z","pro-free-trial","auto","No","686","0","257010","439","258135","Included"
"2025-09-01T03:05:24.773Z","Errored, Not Charged","auto","No","350","0","84742","263","85355","Included"
"2025-09-01T03:04:53.252Z","pro-free-trial","auto","No","603","0","168717","284","169604","Included"
"2025-09-01T03:04:04.974Z","pro-free-trial","auto","No","1131","0","333983","822","335936","Included"
"2025-09-01T02:59:17.443Z","pro-free-trial","auto","No","1183","0","332853","818","334854","Included"
"2025-09-01T02:58:01.387Z","pro-free-trial","auto","No","573","0","164552","360","165485","Included"
"2025-09-01T02:57:38.725Z","pro-free-trial","auto","No","78312","0","85572","376","164260","Included"
"2025-09-01T02:55:54.340Z","pro-free-trial","auto","No","1136","0","241968","623","243727","Included"
"2025-09-01T02:55:39.337Z","pro-free-trial","auto","No","0","0","0","0","0","Included"
"2025-09-01T02:55:33.091Z","Errored, Not Charged","auto","No","427","0","79948","0","80375","Included"
"2025-09-01T02:55:23.095Z","Errored, Not Charged","auto","No","158","0","79791","171","80120","Included"
"2025-09-01T02:54:52.953Z","Errored, Not Charged","auto","No","371","0","80135","158","80664","Included"
"2025-09-01T02:54:08.519Z","pro-free-trial","auto","No","1003","0","158963","403","160369","Included"
"2025-09-01T02:53:42.281Z","pro-free-trial","auto","No","836","0","157124","720","158680","Included"
"2025-09-01T02:53:24.345Z","pro-free-trial","auto","No","705","0","155599","547","156851","Included"
"2025-09-01T02:38:15.410Z","pro-free-trial","auto","No","958","0","308261","382","309601","Included"
"2025-09-01T02:37:05.537Z","pro-free-trial","auto","No","4149","0","447615","2317","454081","Included"
"2025-09-01T02:36:24.742Z","pro-free-trial","auto","No","1754","0","141931","1043","144728","Included"
"2025-09-01T02:35:47.684Z","pro-free-trial","auto","No","1760","0","138452","896","141108","Included"
"2025-09-01T02:35:07.224Z","pro-free-trial","auto","No","1859","0","202907","1270","206036","Included"
"2025-09-01T02:34:58.499Z","pro-free-trial","auto","No","0","0","0","0","0","Included"
"2025-09-01T02:34:53.133Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-09-01T02:34:28.549Z","Errored, Not Charged","auto","No","1400","0","129806","1094","132300","Included"
"2025-09-01T02:33:11.049Z","pro-free-trial","auto","No","6190","0","498673","2811","507674","Included"
"2025-09-01T02:31:49.071Z","pro-free-trial","auto","No","1063","0","231365","346","232774","Included"
"2025-09-01T02:31:00.649Z","pro-free-trial","auto","No","1804","0","224767","624","227195","Included"
"2025-09-01T02:30:16.694Z","pro-free-trial","auto","No","623","0","110480","301","111404","Included"
"2025-09-01T02:29:20.379Z","pro-free-trial","auto","No","2455","0","268225","1250","271930","Included"
"2025-09-01T02:28:46.713Z","pro-free-trial","auto","No","2918","0","204395","515","207828","Included"
"2025-09-01T02:28:14.453Z","pro-free-trial","auto","No","1246","736","136287","863","139132","Included"
"2025-09-01T02:27:45.315Z","pro-free-trial","auto","No","948","0","97321","642","98911","Included"
"2025-09-01T02:26:51.108Z","pro-free-trial","auto","No","2309","0","234120","837","237266","Included"
"2025-09-01T02:25:54.717Z","pro-free-trial","auto","No","508","0","91674","346","92528","Included"
"2025-09-01T02:24:41.615Z","pro-free-trial","auto","No","1639","0","178488","420","180547","Included"
"2025-09-01T02:24:10.613Z","pro-free-trial","auto","No","889","0","174312","593","175794","Included"
"2025-09-01T02:23:11.176Z","pro-free-trial","auto","No","741","0","128236","443","129420","Included"
"2025-09-01T02:22:39.824Z","pro-free-trial","auto","No","657","0","126106","491","127254","Included"
"2025-09-01T02:22:18.602Z","pro-free-trial","auto","No","500","0","82852","300","83652","Included"
"2025-09-01T02:21:43.954Z","pro-free-trial","auto","No","1357","0","202517","554","204428","Included"
"2025-09-01T02:20:49.397Z","pro-free-trial","auto","No","619","0","118578","453","119650","Included"
"2025-09-01T02:20:05.628Z","pro-free-trial","auto","No","893","0","157659","330","158882","Included"
"2025-09-01T02:19:21.665Z","pro-free-trial","auto","No","1284","0","268594","868","270746","Included"
"2025-09-01T02:18:07.402Z","pro-free-trial","auto","No","1134","0","36566","197","37897","Included"
"2025-09-01T02:17:25.937Z","Errored, Not Charged","auto","No","106","0","36139","171","36416","Included"
"2025-09-01T02:16:58.486Z","Errored, Not Charged","auto","No","351","0","35827","169","36347","Included"
"2025-09-01T02:16:27.625Z","pro-free-trial","auto","No","787","0","106069","544","107400","Included"
"2025-09-01T02:15:54.934Z","pro-free-trial","auto","No","657","0","69145","365","70167","Included"
"2025-09-01T02:15:00.806Z","pro-free-trial","auto","No","2040","0","199178","870","202088","Included"
"2025-09-01T02:14:25.457Z","pro-free-trial","auto","No","943","0","127167","710","128820","Included"
"2025-09-01T02:14:11.439Z","pro-free-trial","auto","No","834","0","61609","374","62817","Included"
"2025-09-01T02:13:39.949Z","pro-free-trial","auto","No","1459","0","148706","960","151125","Included"
"2025-09-01T02:12:49.023Z","pro-free-trial","auto","No","1480","0","113289","706","115475","Included"
"2025-09-01T02:12:10.830Z","pro-free-trial","auto","No","712","0","62041","455","63208","Included"
"2025-09-01T02:11:08.844Z","pro-free-trial","auto","No","2571","0","234752","1158","238481","Included"
"2025-09-01T02:10:05.330Z","pro-free-trial","auto","No","850","0","83169","563","84582","Included"
"2025-09-01T02:09:19.425Z","pro-free-trial","auto","No","596","0","54007","333","54936","Included"
"2025-09-01T02:08:55.452Z","pro-free-trial","auto","No","873","0","52519","339","53731","Included"
"2025-09-01T02:06:46.193Z","pro-free-trial","auto","No","2906","0","96946","1437","101289","Included"
"2025-09-01T01:57:07.779Z","pro-free-trial","auto","No","19253","0","3824","663","23740","Included"
"2025-08-31T21:41:25.186Z","pro-free-trial","auto","No","868","0","21657","371","22896","Included"
"2025-08-31T21:04:33.278Z","pro-free-trial","auto","No","17832","0","3826","735","22393","Included"
"2025-08-31T19:34:32.041Z","pro-free-trial","auto","No","1798","0","120690","1258","123746","Included"
"2025-08-31T19:33:45.049Z","pro-free-trial","auto","No","2625","0","160564","982","164171","Included"
"2025-08-31T19:32:46.774Z","pro-free-trial","auto","No","12950","0","66952","709","80611","Included"
"2025-08-31T19:29:14.787Z","pro-free-trial","auto","No","639","0","28509","420","29568","Included"
"2025-08-31T19:28:37.041Z","pro-free-trial","auto","No","2735","0","75409","485","78629","Included"
"2025-08-31T19:27:45.598Z","pro-free-trial","auto","No","424","0","22188","211","22823","Included"
"2025-08-31T19:27:34.898Z","pro-free-trial","auto","No","433","0","10546","140","11119","Included"
"2025-08-31T19:24:45.862Z","pro-free-trial","auto","No","6725","98658","3822","6526","115731","Included"
"2025-08-31T18:30:46.987Z","pro-free-trial","auto","No","103183","9548","3822","2187","118740","Included"
"2025-08-31T18:02:05.448Z","pro-free-trial","auto","No","287","0","106791","231","107309","Included"
"2025-08-31T17:44:18.993Z","pro-free-trial","auto","No","373","0","106419","174","106966","Included"
"2025-08-31T17:42:54.354Z","pro-free-trial","auto","No","1176","0","422806","450","424432","Included"
"2025-08-31T17:34:14.203Z","pro-free-trial","auto","No","1508","0","312653","583","314744","Included"
"2025-08-31T17:32:53.886Z","Errored, Not Charged","auto","No","982","0","309482","572","311036","Included"
"2025-08-31T17:31:07.051Z","pro-free-trial","auto","No","617","0","306894","586","308097","Included"
"2025-08-31T17:29:47.265Z","pro-free-trial","auto","No","1212","0","408550","567","410329","Included"
"2025-08-31T17:29:21.983Z","pro-free-trial","auto","No","333","0","101577","161","102071","Included"
"2025-08-31T17:29:12.001Z","Errored, Not Charged","auto","No","281","0","101297","143","101721","Included"
"2025-08-31T17:28:46.447Z","Errored, Not Charged","auto","No","2420","0","300995","339","303754","Included"
"2025-08-31T17:27:52.066Z","pro-free-trial","auto","No","2468","0","496896","1119","500483","Included"
"2025-08-31T17:27:46.133Z","Errored, Not Charged","auto","No","923","0","97182","119","98224","Included"
"2025-08-31T17:26:07.908Z","pro-free-trial","auto","No","35577","1066","66087","961","103691","Included"
"2025-08-31T17:23:41.568Z","pro-free-trial","auto","No","39300","36077","820761","2968","899106","Included"
"2025-08-31T17:22:43.854Z","pro-free-trial","auto","No","88808","0","370557","1317","460682","Included"
"2025-08-31T17:10:30.534Z","pro-free-trial","auto","No","1932","0","714506","1346","717784","Included"
"2025-08-31T17:08:35.618Z","pro-free-trial","auto","No","2252","0","786090","1459","789801","Included"
"2025-08-31T17:06:57.131Z","pro-free-trial","auto","No","5897","0","504431","2599","512927","Included"
"2025-08-31T16:59:20.729Z","pro-free-trial","auto","No","1010","0","318703","395","320108","Included"
"2025-08-31T16:58:29.484Z","pro-free-trial","auto","No","700","0","236528","484","237712","Included"
"2025-08-31T16:56:59.200Z","pro-free-trial","auto","No","616","0","156277","278","157171","Included"
"2025-08-31T16:56:40.778Z","pro-free-trial","auto","No","680","0","154830","478","155988","Included"
"2025-08-31T16:55:52.040Z","pro-free-trial","auto","No","1200","0","153182","261","154643","Included"
"2025-08-31T16:54:57.031Z","pro-free-trial","auto","No","978","0","228467","604","230049","Included"
"2025-08-31T16:54:09.744Z","Errored, Not Charged","auto","No","1545","0","374683","872","377100","Included"
"2025-08-31T16:52:56.612Z","pro-free-trial","auto","No","1535","0","219662","741","221938","Included"
"2025-08-31T16:50:25.651Z","pro-free-trial","auto","No","1515","0","215446","783","217744","Included"
"2025-08-31T16:44:23.517Z","pro-free-trial","auto","No","729","0","70602","252","71583","Included"
"2025-08-31T16:43:43.696Z","Errored, Not Charged","auto","No","3066","0","478760","952","482778","Included"
"2025-08-31T16:29:12.855Z","pro-free-trial","auto","No","923","0","267709","323","268955","Included"
"2025-08-31T16:28:42.292Z","pro-free-trial","auto","No","2298","0","327008","372","329678","Included"
"2025-08-31T16:26:58.554Z","pro-free-trial","auto","No","686","0","193310","508","194504","Included"
"2025-08-31T16:26:24.978Z","Errored, Not Charged","auto","No","1800","0","62108","244","64152","Included"
"2025-08-31T16:24:33.044Z","pro-free-trial","auto","No","5850","834","264228","1342","272254","Included"
"2025-08-31T16:23:54.227Z","pro-free-trial","auto","No","4231","0","180780","557","185568","Included"
"2025-08-31T16:21:57.958Z","Errored, Not Charged","auto","No","6630","0","885736","2132","894498","Included"
"2025-08-31T16:19:17.283Z","pro-free-trial","auto","No","18108","0","330602","1161","349871","Included"
"2025-08-31T16:15:04.505Z","pro-free-trial","auto","No","3499","0","93297","427","97223","Included"
"2025-08-31T16:14:57.696Z","pro-free-trial","auto","No","25659","0","3822","83","29564","Included"
"2025-08-31T16:13:30.017Z","pro-free-trial","auto","No","11065","9588","250603","1850","273106","Included"
"2025-08-31T16:07:33.998Z","pro-free-trial","auto","No","11922","96282","60115","4948","173267","Included"
"2025-08-31T16:03:54.410Z","pro-free-trial","auto","No","4380","0","856489","1474","862343","Included"
"2025-08-31T16:01:32.154Z","Errored, Not Charged","auto","No","2507","0","205061","750","208318","Included"
"2025-08-31T16:00:39.514Z","pro-free-trial","auto","No","3322","1012","516987","1250","522571","Included"
"2025-08-31T15:58:05.194Z","pro-free-trial","auto","No","10354","0","1293834","1625","1305813","Included"
"2025-08-31T15:54:03.442Z","pro-free-trial","auto","No","16571","0","311331","5606","333508","Included"
"2025-08-31T15:52:03.201Z","pro-free-trial","auto","No","3243","0","348373","610","352226","Included"
"2025-08-31T15:50:07.082Z","pro-free-trial","auto","No","27410","0","511138","921","539469","Included"
"2025-08-31T15:45:35.308Z","pro-free-trial","auto","No","20929","0","222325","9794","253048","Included"
"2025-08-31T15:44:56.670Z","Errored, Not Charged","auto","No","1","0","35963","2127","38091","Included"
"2025-08-31T15:43:32.904Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-08-31T15:42:29.230Z","pro-free-trial","gpt-5","No","0","0","0","0","0","Included"
"2025-08-31T15:41:47.974Z","pro-free-trial","auto","No","1813","0","60490","1125","63428","Included"
"2025-08-31T15:37:02.707Z","pro-free-trial","auto","No","1245","0","28650","483","30378","Included"
"2025-08-31T15:36:34.294Z","pro-free-trial","auto","No","626","0","28025","1032","29683","Included"
"2025-08-31T15:34:35.414Z","pro-free-trial","auto","No","728","0","27298","410","28436","Included"
"2025-08-31T15:34:19.152Z","pro-free-trial","auto","No","819","0","26480","506","27805","Included"
"2025-08-31T15:33:57.589Z","pro-free-trial","auto","No","998","0","25483","604","27085","Included"
"2025-08-31T15:33:05.624Z","pro-free-trial","auto","No","1756","0","48229","859","50844","Included"
"2025-08-31T15:31:03.515Z","pro-free-trial","auto","No","1264","0","22466","554","24284","Included"
"2025-08-31T15:29:38.436Z","pro-free-trial","auto","No","20224","0","142967","1670","164861","Included"
"2025-08-31T15:26:04.771Z","pro-free-trial","auto","No","1715","0","18518","273","20506","Included"
"2025-08-31T15:25:28.484Z","pro-free-trial","auto","No","1846","0","28405","545","30796","Included"
"2025-08-31T15:24:14.805Z","Errored, Not Charged","auto","No","32","0","55823","0","55855","Included"
"2025-08-31T15:22:01.774Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-08-31T15:21:44.426Z","Errored, Not Charged","auto","No","382","0","55358","0","55740","Included"
"2025-08-31T15:18:48.537Z","pro-free-trial","auto","No","3107","0","537354","759","541220","Included"
"2025-08-31T15:17:35.764Z","pro-free-trial","auto","No","1221","0","262689","426","264336","Included"
"2025-08-31T15:17:02.143Z","pro-free-trial","auto","No","1064","0","102121","313","103498","Included"
"2025-08-31T15:16:46.277Z","pro-free-trial","auto","No","430","0","101188","219","101837","Included"
"2025-08-31T15:16:18.512Z","Errored, Not Charged","auto","No","2401","0","195180","668","198249","Included"
"2025-08-31T15:14:58.686Z","pro-free-trial","auto","No","474","0","47440","316","48230","Included"
"2025-08-31T15:14:38.918Z","pro-free-trial","auto","No","43615","0","3826","345","47786","Included"
"2025-08-31T14:26:05.756Z","Errored, Not Charged","auto","No","43090","26514","28933","2509","101046","Included"
"2025-08-31T14:05:00.643Z","pro-free-trial","auto","No","639","0","44239","382","45260","Included"
"2025-08-31T14:03:11.604Z","Errored, Not Charged","auto","No","386","0","43854","220","44460","Included"
"2025-08-31T13:59:49.615Z","pro-free-trial","auto","No","5146","0","450363","1562","457071","Included"
"2025-08-31T13:55:45.043Z","pro-free-trial","auto","No","454","0","38266","355","39075","Included"
"2025-08-31T13:52:38.633Z","pro-free-trial","auto","No","417","0","37850","349","38616","Included"
"2025-08-31T13:52:04.446Z","pro-free-trial","auto","No","410","0","37441","327","38178","Included"
"2025-08-31T13:51:11.023Z","pro-free-trial","auto","No","468","0","36974","308","37750","Included"
"2025-08-31T13:50:54.538Z","pro-free-trial","auto","No","984","2346","35991","802","40123","Included"
"2025-08-31T13:50:29.469Z","pro-free-trial","auto","No","32170","3189","24071","1595","61025","Included"
"2025-08-31T13:39:35.309Z","pro-free-trial","auto","No","11784","2300","22334","827","37245","Included"
"2025-08-31T13:36:05.912Z","pro-free-trial","auto","No","10019","0","359353","1694","371066","Included"
"2025-08-31T13:35:15.391Z","Errored, Not Charged","auto","No","1144","0","44493","176","45813","Included"
"2025-08-31T13:34:49.079Z","Errored, Not Charged","auto","No","185","0","21885","58","22128","Included"
"2025-08-31T13:34:41.191Z","pro-free-trial","auto","No","294","0","21592","172","22058","Included"
"2025-08-31T13:34:20.133Z","pro-free-trial","auto","No","374","0","21219","277","21870","Included"
"2025-08-31T13:28:35.155Z","pro-free-trial","auto","No","371","0","20849","348","21568","Included"
"2025-08-31T13:28:08.893Z","pro-free-trial","auto","No","400","0","20450","351","21201","Included"
"2025-08-31T13:25:41.136Z","pro-free-trial","auto","No","439","0","20012","370","20821","Included"
"2025-08-31T13:23:36.205Z","pro-free-trial","auto","No","359","0","19654","412","20425","Included"
"2025-08-31T13:23:04.443Z","pro-free-trial","auto","No","428","0","19227","342","19997","Included"
"2025-08-31T13:22:04.030Z","pro-free-trial","auto","No","471","0","18757","409","19637","Included"
"2025-08-31T13:21:37.355Z","pro-free-trial","auto","No","311","0","18447","364","19122","Included"
"2025-08-31T13:10:18.817Z","pro-free-trial","auto","No","883","0","17565","289","18737","Included"
"2025-08-31T13:09:35.780Z","pro-free-trial","auto","No","904","15263","17135","759","34061","Included"
"2025-08-31T13:08:46.499Z","pro-free-trial","auto","No","369","0","16767","398","17534","Included"
"2025-08-31T13:03:38.640Z","pro-free-trial","auto","No","512","0","16256","353","17121","Included"
"2025-08-31T12:55:01.102Z","pro-free-trial","auto","No","101","0","16156","410","16667","Included"
"2025-08-31T12:54:39.724Z","pro-free-trial","auto","No","427","0","15730","86","16243","Included"
"2025-08-31T12:54:23.628Z","pro-free-trial","auto","No","394","0","15337","414","16145","Included"
"2025-08-31T12:53:58.207Z","pro-free-trial","auto","No","1205","12755","14133","790","28883","Included"
"2025-08-31T12:45:13.435Z","pro-free-trial","auto","No","10147","2878","230274","10534","253833","Included"
"2025-08-31T12:44:01.783Z","Errored, Not Charged","auto","No","0","570","2950","255","3775","Included"
"2025-08-31T12:42:28.271Z","pro-free-trial","auto","No","86298","0","93095","748","180141","Included"
"2025-08-31T12:35:40.578Z","pro-free-trial","auto","No","825","0","87646","712","89183","Included"
"2025-08-31T12:33:53.110Z","pro-free-trial","auto","No","570","0","87077","721","88368","Included"
"2025-08-31T12:33:06.761Z","pro-free-trial","auto","No","1161","0","259353","772","261286","Included"
"2025-08-31T12:27:45.644Z","pro-free-trial","auto","No","1527","0","255018","613","257158","Included"
"2025-08-31T12:24:47.085Z","pro-free-trial","auto","No","2133","0","416154","604","418891","Included"
"2025-08-31T12:18:10.349Z","pro-free-trial","auto","No","2218","0","486160","824","489202","Included"
"2025-08-31T12:16:40.492Z","pro-free-trial","auto","No","1636","0","316504","441","318581","Included"
"2025-08-31T12:15:43.245Z","pro-free-trial","auto","No","1702","0","153861","1032","156595","Included"
"2025-08-31T12:14:16.997Z","pro-free-trial","auto","No","3100","0","298797","1648","303545","Included"
"2025-08-31T12:13:37.873Z","pro-free-trial","auto","No","6738","0","139322","1214","147274","Included"
"2025-08-31T12:12:04.329Z","pro-free-trial","auto","No","5192","0","348742","1447","355381","Included"
"2025-08-31T12:09:38.030Z","Errored, Not Charged","auto","No","2818","0","197023","184","200025","Included"
"2025-08-31T12:08:00.253Z","pro-free-trial","auto","No","5112","0","430823","720","436655","Included"
"2025-08-31T11:54:18.797Z","pro-free-trial","auto","No","3298","0","314821","374","318493","Included"
"2025-08-31T11:38:19.184Z","pro-free-trial","auto","No","0","0","0","0","0","Included"
"2025-08-30T18:18:35.929Z","pro-free-trial","auto","No","975","0","42520","465","43960","Included"
"2025-08-30T18:16:51.749Z","pro-free-trial","auto","No","1390","0","125642","610","127642","Included"
"2025-08-30T18:15:43.977Z","pro-free-trial","auto","No","933","0","40201","378","41512","Included"
"2025-08-30T18:14:40.860Z","pro-free-trial","auto","No","2198","0","155793","879","158870","Included"
"2025-08-30T18:13:42.826Z","pro-free-trial","auto","No","1156","0","112050","572","113778","Included"
"2025-08-30T18:12:08.427Z","pro-free-trial","auto","No","2742","0","497147","1001","500890","Included"
"2025-08-30T18:11:19.464Z","pro-free-trial","auto","No","1100","0","66408","749","68257","Included"
"2025-08-30T18:10:36.290Z","pro-free-trial","auto","No","2160","0","126924","734","129818","Included"
"2025-08-30T18:09:14.462Z","pro-free-trial","auto","No","10261","0","73685","1667","85613","Included"
"2025-08-30T18:06:32.830Z","pro-free-trial","auto","No","16794","0","24354","153","41301","Included"
"2025-08-29T08:00:36.010Z","pro-free-trial","auto","No","17128","157467","210220","11623","396438","Included"
"2025-08-26T21:47:53.839Z","pro-free-trial","auto","No","3633","0","221163","1524","226320","Included"
"2025-08-26T21:47:25.282Z","pro-free-trial","auto","No","1578","0","263388","505","265471","Included"
"2025-08-26T21:46:19.949Z","pro-free-trial","auto","No","1526","0","205364","382","207272","Included"
"2025-08-26T21:45:54.863Z","pro-free-trial","auto","No","837","0","202885","364","204086","Included"
"2025-08-26T21:45:31.769Z","Errored, Not Charged","auto","No","1247","0","148094","297","149638","Included"
"2025-08-26T21:44:42.245Z","pro-free-trial","auto","No","1689","0","240580","410","242679","Included"
"2025-08-26T21:44:15.517Z","pro-free-trial","auto","No","1715","0","232482","611","234808","Included"
"2025-08-26T21:43:22.562Z","pro-free-trial","auto","No","1133","0","180394","540","182067","Included"
"2025-08-26T21:43:01.503Z","pro-free-trial","auto","No","274","0","44321","233","44828","Included"
"2025-08-26T21:41:39.059Z","pro-free-trial","auto","No","3366","0","213966","1359","218691","Included"
"2025-08-26T21:37:08.696Z","pro-free-trial","auto","No","281","0","40680","332","41293","Included"
"2025-08-26T21:36:25.652Z","pro-free-trial","auto","No","2560","0","157144","1317","161021","Included"
"2025-08-26T21:35:28.186Z","pro-free-trial","auto","No","2052","0","147995","1179","151226","Included"
"2025-08-26T21:35:09.502Z","Errored, Not Charged","auto","No","157","0","35053","626","35836","Included"
"2025-08-26T21:34:39.265Z","Errored, Not Charged","auto","No","2149","0","99911","936","102996","Included"
"2025-08-26T21:33:43.376Z","pro-free-trial","auto","No","2203","0","126419","1171","129793","Included"
"2025-08-26T21:32:52.456Z","pro-free-trial","auto","No","2171","0","147341","1062","150574","Included"
"2025-08-26T21:32:27.545Z","pro-free-trial","auto","No","12625","0","43279","646","56550","Included"
"2025-08-26T21:28:15.245Z","pro-free-trial","auto","No","22436","2299","162922","15088","202745","Included"
"2025-08-26T21:28:03.068Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-08-26T21:26:37.096Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-08-26T21:22:08.404Z","Errored, Not Charged","auto","No","25793","0","1117888","13687","1157368","Included"
"2025-08-26T21:04:12.489Z","pro-free-trial","auto","No","84531","0","812554","11063","908148","Included"
"2025-08-26T20:24:33.497Z","pro-free-trial","auto","No","64200","0","269375","2811","336386","Included"
"2025-08-26T19:51:31.372Z","pro-free-trial","auto","No","19151","0","486756","10353","516260","Included"
"2025-08-26T19:50:58.981Z","pro-free-trial","auto","No","371","0","86423","250","87044","Included"
"2025-08-26T19:50:37.918Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-08-26T19:41:36.681Z","pro-free-trial","auto","No","46897","61946","522273","18017","649133","Included"
"2025-08-26T19:37:55.230Z","pro-free-trial","auto","No","102084","0","920556","7249","1029889","Included"
"2025-08-26T18:20:40.783Z","pro-free-trial","auto","No","11051","0","799948","6108","817107","Included"
"2025-08-26T18:20:10.451Z","pro-free-trial","auto","No","899","0","82476","879","84254","Included"
"2025-08-26T18:16:27.230Z","pro-free-trial","auto","No","922","0","81555","806","83283","Included"
"2025-08-26T18:15:19.621Z","pro-free-trial","auto","No","2173","0","79383","794","82350","Included"
"2025-08-26T18:10:51.020Z","pro-free-trial","auto","No","15439","0","722027","7894","745360","Included"
"2025-08-26T17:59:37.622Z","pro-free-trial","auto","No","9496","0","655792","6731","672019","Included"
"2025-08-26T17:53:44.096Z","pro-free-trial","auto","No","11811","0","729345","5630","746786","Included"
"2025-08-26T17:51:06.016Z","pro-free-trial","auto","No","3773","0","286272","631","290676","Included"
"2025-08-26T17:45:08.466Z","pro-free-trial","auto","No","8405","0","206971","5210","220586","Included"
"2025-08-26T17:36:29.755Z","pro-free-trial","auto","No","8706","0","176985","6272","191963","Included"
"2025-08-26T17:27:57.906Z","pro-free-trial","auto","No","11188","0","88209","5982","105379","Included"
